,team_id,win,losses,name,tag,last_match_time,rating,TS_rating,capitan,player_1,player_2,player_3,player_4,player_5
2128595,2128595,3,5,Imba.ph,Imba.ph-,1432645320,963.885667656261,"trueskill.Rating(mu=1064.349, sigma=6.547)",151456869,151456869,115233018,134235861,141772012,234373682
2108395,2108395,591,422,TNC Predator,TNC,1587628629,1242.2161708573751,"trueskill.Rating(mu=1088.483, sigma=0.812)",3940262,3940262,155494381,164532005,152545459,87012746
2197847,2197847,71,64,Burden United,BU,1535653705,1131.6667662253785,"trueskill.Rating(mu=1082.907, sigma=0.955)",85375207,129408349,85375207,113372833,122347180,99539136
2209062,2209062,10,14,TrackMate.TRIC,TM8,1439893477,975.8243009209108,"trueskill.Rating(mu=1075.107, sigma=2.304)",125700046,125700046,102596549,120078940,122867857,102693044
536616,536616,1,0,made a team,MAT,1426183600,1020.9262002554348,"trueskill.Rating(mu=1137.679, sigma=47.423)",1522705,1522705,118078153,90810663,91741256,115914180
1463936,1463936,0,1,5 IN 1,5 IN 1,1426333944,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",116100891,116100891,133360002,147503541,146091893,163516757
2189564,2189564,5,0,BCS.PillowTalk,BCS.Ptalk,1486283423,1076.9817933539025,"trueskill.Rating(mu=1137.433, sigma=43.897)",170175046,170175046,143435435,340197482,249695700,173969782
2227662,2227662,2,2,OkeFix!!,OkF,1427286327,999.1991433138184,"trueskill.Rating(mu=988.129, sigma=56.339)",129847567,122448048,102207898,129847567,190869783,183906486
2038546,2038546,2,1,MENTRI,MTR,1455975413,1014.5612260339533,"trueskill.Rating(mu=1037.959, sigma=61.129)",101799094,101799094,148054899,109449333,110357173,101810885
2229075,2229075,0,2,POPEYE#129,POPEYE,1426358315,968.0676591404804,"trueskill.Rating(mu=896.025, sigma=66.507)",159410397,159410397,158908401,204822986,195431182,156547423
2173259,2173259,0,1,Wonder Stag e-Sports,WSE,1426433366,982.4759177680908,"trueskill.Rating(mu=946.996, sigma=69.635)",32494399,199948793,104952771,197256818,32494399,203819190
644804,644804,0,1,BitchezOnTheFloor,BoTF,1426449360,992.3754982787983,"trueskill.Rating(mu=965.281, sigma=76.561)",64414575,101058421,113648155,64414575,99032937,67810872
2107791,2107791,0,4,YMA (YMA),YMA,1433127640,939.0926010242752,"trueskill.Rating(mu=863.212, sigma=56.519)",66198763,66198763,31914995,4225252,81575094,3041457
2074791,2074791,2,0,SALT GAMING,SALT,1426464212,1031.4588716434964,"trueskill.Rating(mu=1069.243, sigma=64.551)",126810706,141121046,100037889,182109171,45242850,126810706
2049458,2049458,2,2,Rough Diamonds,Ro'Di,1426983336,987.373441314848,"trueskill.Rating(mu=890.479, sigma=45.953)",199762502,121126423,199762502,112303947,116815851,121181222
1962472,1962472,2,1,Docler Myrmidons,MYRM,1462629958,1014.5612260339533,"trueskill.Rating(mu=1037.959, sigma=61.129)",86833899,86833899,92863134,38191013,91531095,86816589
1700407,1700407,0,1,Clan 14,c14,1426514612,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",91428747,91428747,171741525,162184646,253916148,77234345
2191229,2191229,1,4,Extreme Gaming Philippines.,ExG,1442917073,956.4789236219948,"trueskill.Rating(mu=952.538, sigma=38.544)",142487041,151456869,135676573,168871744,102109167,142487041
2117001,2117001,3,3,_,Skyville,1432031262,999.4572490885437,"trueskill.Rating(mu=1021.174, sigma=30.676)",118793063,118793063,157639686,216685113,196405074,210256927
2038018,2038018,0,2,Pacific eSports Dota 2,Pacific,1426666775,971.5282110599433,"trueskill.Rating(mu=916.874, sigma=63.144)",144887040,144887040,192622804,161466206,198297812,116610430
2239086,2239086,4,0,Ehome Malaysia,Ehome.My,1426683475,1067.3906729375283,"trueskill.Rating(mu=1154.153, sigma=33.548)",89871557,89871557,92551671,91644707,102020930,93616251
1931924,1931924,7,8,Bleyd,Bleyd,1437957405,1019.3946234975987,"trueskill.Rating(mu=1060.111, sigma=6.716)",155508567,60349199,63855361,164361316,155508567,93986992
2099436,2099436,8,13,Team Redemption`,Tr,1458046696,1028.7078300858277,"trueskill.Rating(mu=1075.965, sigma=2.116)",98131940,98131940,96429099,104109762,142139318,104963314
2222920,2222920,1,1,Joker Ivy,Joker,1426951914,1001.9219778673744,"trueskill.Rating(mu=1043.546, sigma=49.357)",101717652,101717652,195953143,201187984,128781350,104453828
1117666,1117666,3,2,Deform Geniuses Reject,DeformG,1430576110,1014.4270079490506,"trueskill.Rating(mu=1006.846, sigma=41.920)",118329720,167436114,229209611,118329720,171491069,183133654
2202822,2202822,1,0,Venatus Expert,Venatus,1426929080,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",189681476,119108618,157878270,189681476,157819950,131849514
1637461,1637461,0,1,NO BKB TEAM,  LFT,1426929319,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",133294974,133294974,226504514,174668098,195003325,199548117
2200487,2200487,2,2,Unfinished Tale,Un-Tale,1427019077,997.0811230212043,"trueskill.Rating(mu=974.226, sigma=45.601)",130902212,130902212,142580682,162253526,97291094,99660978
2109058,2109058,6,2,Mayonaise Raigeki,MYNSRAiG,1431192919,1062.895528073608,"trueskill.Rating(mu=1051.839, sigma=25.762)",152478069,152478069,124041418,163673403,155406180,151108277
2066180,2066180,3,2,_,_,1431184947,1015.873408831082,"trueskill.Rating(mu=1023.873, sigma=36.324)",207999297,207999297,234815150,131773438,115675016,109835384
1946743,1946743,1,2,Decoros Forma X,Deform,1426947499,984.7363067935221,"trueskill.Rating(mu=961.927, sigma=57.445)",120593879,120786843,120593879,122829971,167899170,123583034
1592658,1592658,0,1,Golden Sparta,GS,1426934517,982.6648040208734,"trueskill.Rating(mu=899.788, sigma=64.125)",115151161,155696947,115151161,110680902,173659202,158814705
1818078,1818078,2,2,WhatEver Crew,WhatEver,1427029539,1001.4755169836853,"trueskill.Rating(mu=1030.078, sigma=52.387)",158110064,153112500,158110064,142264594,169858996,149987122
1298032,1298032,7,3,Decoros Forma ID,Deform,1466334676,1056.199391743317,"trueskill.Rating(mu=1010.564, sigma=21.825)",174810419,201455305,196767993,174810419,202776932,128895406
2048880,2048880,0,1,Yang itu,YI,1426936353,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",147319815,201964382,147319815,174604867,149231276,151607407
1974336,1974336,1,3,Venko Fitore Little,vF,1431172661,968.608190770066,"trueskill.Rating(mu=912.324, sigma=48.591)",130856212,130856212,135408653,195726857,122005808,222205026
1718173,1718173,0,1,TrustXZEON,XZEON,1426939186,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",148290986,148290986,200057439,116297071,129652334,175791182
1917968,1917968,0,1,Noob Brother,NB,1426939695,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",124229913,124229913,176192077,175198002,176205421,112037797
2058150,2058150,0,1,SYNDICATE eSport,SYN,1426940034,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",150214573,150214573,174663716,170024266,110618859,164303833
2162109,2162109,0,1,JUSTOFSUPERSTAR,JOSS,1426941123,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",138247658,170950236,182867271,186188097,166821786,138247658
2187896,2187896,2,1,Nyam-Nyam,N2,1427023691,1015.9053798257409,"trueskill.Rating(mu=1066.065, sigma=54.114)",93466878,156512622,93466878,197689077,163253003,101538586
1714273,1714273,1,1,Attack Virus,AV,1426948163,999.3826431163867,"trueskill.Rating(mu=1009.284, sigma=66.901)",146692586,190376736,168100928,146692586,142113339,160280186
2215778,2215778,3,2,Willy Fans Club,WFC,1427041871,1014.430271510972,"trueskill.Rating(mu=1040.799, sigma=30.416)",93266642,166892222,105777868,111272792,93266642,103099992
2246141,2246141,98,129,Team Alternate Attax,ATN,1490553831,986.1050186211528,"trueskill.Rating(mu=1083.203, sigma=0.848)",57516313,57516313,26356855,121769650,178032556,116094746
2004919,2004919,0,2,Allergic To Ancients,ata,1426982721,966.7944528546584,"trueskill.Rating(mu=883.067, sigma=62.851)",109563257,68917937,110977567,166683548,109563257,134940141
476220,476220,0,1,BOKLUCI,BKC,1427045308,983.5370155473539,"trueskill.Rating(mu=961.918, sigma=75.048)",92477990,92477990,132764779,109950077,92322038,87040627
2092539,2092539,2,2,Day Walker Night F*****,DWNF,1428278672,989.9744952007884,"trueskill.Rating(mu=1026.018, sigma=26.104)",103032016,103032016,109280316,120418035,101338368,167397915
2224197,2224197,18,14,G Guard Esports,G Guard,1432974286,1126.7233755155498,"trueskill.Rating(mu=1083.976, sigma=1.770)",121052479,121052479,86762037,89268488,89249333,108939324
2143341,2143341,1,0,Fluctus,Fluctus,1427132818,1017.2407896104477,"trueskill.Rating(mu=1095.033, sigma=59.061)",130914119,130914119,80825403,103683387,115707886,127315266
49585,49585,1,0,CyberProtector,Cypro,1427286327,1016.7331975457016,"trueskill.Rating(mu=1075.897, sigma=72.160)",127850106,127850106,124759572,113026793,113326665,188409855
1838034,1838034,2,0,Gumkaci,Gumkaci,1427396335,1035.6912579601676,"trueskill.Rating(mu=1144.288, sigma=56.619)",136839225,136839225,107285964,93680381,55773698,115093359
1960261,1960261,1,2,_,_,1427542717,979.7186485540308,"trueskill.Rating(mu=903.955, sigma=32.844)",119691587,119691587,117490014,181446812,193772787,154157191
1915417,1915417,1,2,TeamNextLevel,TNL,1427626373,982.5305511115621,"trueskill.Rating(mu=1048.844, sigma=16.975)",93800190,93800190,86721381,98913918,104121929,101917948
2201433,2201433,1,1,1112323,111232,1427607712,1003.509058768954,"trueskill.Rating(mu=1107.247, sigma=30.436)",205479365,205479365,87055610,102500941,119540075,139325094
1781398,1781398,0,3,_,_,1427621550,954.6799494950144,"trueskill.Rating(mu=889.395, sigma=61.426)",51140484,51140484,203206532,160640611,174799344,170267293
2201820,2201820,4,2,-United We Stand-,uWs,1431163806,1038.9677737773986,"trueskill.Rating(mu=1058.047, sigma=14.974)",194850431,112904578,194850431,86861933,93755619,173249365
2169126,2169126,0,4,Coppenhagen Wolves Gamingz,CW,1427626609,948.2403431804636,"trueskill.Rating(mu=879.626, sigma=56.278)",101763594,195048936,101763594,217755590,154696957,163779065
2255530,2255530,2,2,Milo Mocha Delivery,MMD,1427626035,1009.2306226556793,"trueskill.Rating(mu=1009.258, sigma=47.513)",167331379,167331379,97619970,86286219,144629245,102760491
1864068,1864068,0,2,NewWorld Gaming,Nw,1427615736,967.0553493648137,"trueskill.Rating(mu=945.341, sigma=68.187)",178054620,178054620,160342273,38439498,144758202,177722373
2104807,2104807,2,2,SEA KING!,SEAKING,1427621960,1008.926437948392,"trueskill.Rating(mu=1062.330, sigma=23.724)",59708,59708,29053724,105869074,102187462,100654463
2159999,2159999,0,1,Destroya,Dstr,1427610917,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",123093736,91446106,143249469,94374420,123093736,32209586
2100703,2100703,2,1,Team123123,123123,1427622420,1011.3548977310036,"trueskill.Rating(mu=1022.405, sigma=44.820)",129355676,129355676,146264525,163822584,116237585,166666162
908445,908445,1,2,Kill All On Sight !,K.A.O.S,1427621699,986.5959042743724,"trueskill.Rating(mu=991.398, sigma=55.619)",101532085,92527800,117919722,105808919,101532085,134100506
2226305,2226305,1,1,K2`A|G,K2`A|G,1427619386,1010.7183204345756,"trueskill.Rating(mu=1024.981, sigma=46.134)",84065480,118732438,86765434,84065480,101594634,187964026
2247792,2247792,1,2,Area 4,4,1427626609,993.8264751576552,"trueskill.Rating(mu=960.902, sigma=54.312)",123716536,93446435,101519705,123716536,107231938,95560
2256682,2256682,1,0,K2 NOEARTHSHAKER,K2NoEs,1427615859,1015.0141711315448,"trueskill.Rating(mu=1040.124, sigma=82.134)",84065480,84065480,101594634,118732438,86765434,187964026
1802413,1802413,1,2,Revolution Dream,R.Dream,1427626949,984.935947961955,"trueskill.Rating(mu=968.195, sigma=60.617)",120825443,113635552,173021612,245779732,120825443,178447982
1316080,1316080,0,2,Panda Powers,PP,1427908318,969.4695015289757,"trueskill.Rating(mu=926.063, sigma=74.338)",110194318,112419223,100435575,87412653,111520493,110194318
1727579,1727579,2,0,WeHateLuck,WHL,1427908318,1030.5304984710244,"trueskill.Rating(mu=1073.937, sigma=74.338)",106035726,106035726,118258403,94457444,116386493,161617244
2254145,2254145,3,1,TeaMyStery,MS,1427972645,1030.5274515032154,"trueskill.Rating(mu=1077.458, sigma=52.450)",162111936,129674436,136352745,142031442,162111936,129753428
2235295,2235295,0,1,SilenceGuy,SG,1427712482,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",120188893,119840756,130924032,120188893,121999773,145696999
2227154,2227154,0,1,Black Mobster,BM,1427713299,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",135692745,195683071,135692745,137220998,138076862,136280232
2240907,2240907,1,1,Dribbling spree,DS,1427800684,998.9408139879596,"trueskill.Rating(mu=960.357, sigma=56.077)",128019569,128019569,145145848,125157709,145134423,117790500
2223665,2223665,2,1,Right-Gaming,RG,1427799890,1013.8278203282016,"trueskill.Rating(mu=1029.732, sigma=62.763)",126587620,126587620,137676707,186666309,179944627,140117300
1884586,1884586,2,7,VegetableBee,VB,1475402898,931.9859991324232,"trueskill.Rating(mu=901.896, sigma=31.670)",137387469,110490931,137387469,132236078,133458893,170110969
1007465,1007465,0,1,VtopNet FiRe,VtopNet,1427715951,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",86727841,129365110,86727841,128356373,137001548,106120242
2234128,2234128,1,0,Farm then feed,FTF,1427715951,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",86797024,216610761,133898247,129727580,176086118,86797024
2224698,2224698,15,14,O1d Boys,Old boys,1432628455,1064.5397102657314,"trueskill.Rating(mu=1082.542, sigma=2.023)",90137663,90137663,89371588,90045009,90892194,109081055
1381402,1381402,0,2,TianQu,TQ,1462879400,972.1540556812677,"trueskill.Rating(mu=940.757, sigma=79.673)",136191319,136191319,130406395,104735126,149454505,130642263
1548592,1548592,4,1,(The Dream),TD,1427977398,1044.9440322011878,"trueskill.Rating(mu=1103.859, sigma=43.754)",187632992,187632992,139542935,163809689,112764333,140680642
2179779,2179779,0,1,Fly with Us.,FwU,1427717987,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",139793297,139793297,119645017,200134589,122940639,176286030
1522031,1522031,0,1,One More Vic,OMV,1427718325,984.0323497647142,"trueskill.Rating(mu=941.220, sigma=76.624)",152424417,142130791,179183739,152205559,137932953,152424417
2206944,2206944,0,1,Mother Boom,MB,1427718658,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",138170274,129581456,151289595,138170274,198516754,157159618
1889281,1889281,1,0,CSUs,CSUs,1427720037,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",110635233,119344927,110463287,162981691,110635233,110470344
2265549,2265549,0,1,Pugde,PG,1427720037,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",139698055,110276477,138542804,139609759,139698055,127565910
585588,585588,0,1,_,_,1427727929,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",140656617,98754950,140656617,128418931,171314663,206236829
871255,871255,1,1,GJP,GJP,1427736994,1000.0339081301693,"trueskill.Rating(mu=1017.024, sigma=68.414)",109461420,122987759,42327480,101101427,109461420,113347680
2051974,2051974,1,1,VVpg,VVPG,1427733387,999.2636932064779,"trueskill.Rating(mu=998.922, sigma=69.518)",48502831,48502831,243791040,52938484,100682081,122775480
2062328,2062328,0,1,TEAMPEROK,TPK,1427728696,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",65756983,65756983,188366931,127145672,120271226,93628689
2155409,2155409,2,1,Mia san mia',MSM,1427736250,1014.734871082102,"trueskill.Rating(mu=1025.358, sigma=54.563)",123085138,123085138,184734950,121319413,179861184,61974408
2223477,2223477,0,1,EZMIDEZLIFE,EMEL,1427729187,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",102268720,102268720,200989958,103158863,109983097,121136351
1514649,1514649,1,1,FLAP,[Fl_Ap],1427732941,999.4101822891533,"trueskill.Rating(mu=984.996, sigma=61.673)",133921052,79255920,133921052,123490512,197223937,113895110
2119210,2119210,0,1,Polarity Dota 2,Polarity,1427729232,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",80766876,187493542,72160177,80766876,224946766,191434722
2191267,2191267,0,1,Veridas,Ve'ua,1427729704,983.3817514780484,"trueskill.Rating(mu=921.054, sigma=74.805)",178692606,192938546,207668686,72032176,67311142,178692606
1978305,1978305,0,1,TeamRussianUnity,T.R.U.,1427732815,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",218576593,218576593,201440477,122857404,132076294,107338672
1916242,1916242,2,1,WeAre_,W/E,1427745192,1016.8683034595254,"trueskill.Rating(mu=1063.107, sigma=47.933)",78642665,128435547,78642665,42927380,42829529,178271040
2034009,2034009,0,2,Rainbow Space Donkeys,RaSD,1427741933,966.8999925419936,"trueskill.Rating(mu=868.485, sigma=54.312)",58634382,58634382,19318991,63028334,41168731,16384666
783303,783303,0,1,FGods,FG`,1427798397,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",138671109,138671109,138599306,137099389,166309691,129937575
2007583,2007583,0,1,Keep forward,KF,1427799181,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",188796214,188796214,115838790,138913552,136661382,162844842
1614076,1614076,4,1,Silimei,SLM,1428059479,1049.1623145736366,"trueskill.Rating(mu=1148.072, sigma=33.016)",135389630,190270856,164536353,162077924,135389630,127575130
2250459,2250459,1,1,Nova.Boss,NB,1427885484,999.9590982055723,"trueskill.Rating(mu=981.019, sigma=55.221)",109901679,136721902,205979592,109901679,214936162,122822035
2227141,2227141,0,1,XiTieSi,XTS,1427799244,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",109214131,139506227,199718315,109214131,138036764,164383531
2263836,2263836,2,1,Ragdoll,Rd,1427973043,1016.565398668037,"trueskill.Rating(mu=1033.902, sigma=42.716)",121376702,134616448,151077015,121376702,147680273,201886978
843832,843832,0,1,NamingGaming,NG,1427799911,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",181470250,181470250,193652242,187392911,109496564,219134623
2267595,2267595,0,1,_,_,1427800132,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",127504970,128593393,148844016,136813826,127504970,150613973
873815,873815,1,1,No Surrender Team,NsT,1427885901,1000.7024671725246,"trueskill.Rating(mu=1016.800, sigma=68.009)",173000726,165075988,173000726,201869730,205012187,173172799
2267600,2267600,1,1,Sburder.cqupt,Sr.cqupt,1427886458,1000.6895214044417,"trueskill.Rating(mu=1019.584, sigma=60.971)",114347953,114347953,106760539,133890946,163596541,110369925
2039834,2039834,0,1,CSU_S,CSUs,1427800240,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",110635233,110635233,119344927,131857578,162981691,110470344
2079046,2079046,0,1,The young gaming,DogDragon,1427800594,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",189022554,189022554,199891083,137835036,136777759,142164264
2200332,2200332,1,1,LICE GAMING,LICE,1427886798,999.724894338214,"trueskill.Rating(mu=978.754, sigma=56.275)",163365262,163365262,116268837,178694639,213151226,136639923
740136,740136,1,1,New&Origin'NirvanaT,N&O'NT,1427889214,999.9693045871388,"trueskill.Rating(mu=1002.250, sigma=59.949)",110375236,110375236,136178945,172609094,177753147,139025184
2222272,2222272,0,1,HentaiAnime,HA,1427801923,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",148086885,148086885,149924547,183930291,126657038,126339278
1972379,1972379,1,1,LaoJinGaming,LJG,1427888442,1000.0,"trueskill.Rating(mu=1009.828, sigma=68.237)",127186465,180668478,127186465,162142787,146126114,179968442
513433,513433,2,1,WSTK,WSTK,1427972871,1018.5492500891684,"trueskill.Rating(mu=1117.393, sigma=45.825)",127548024,127548024,127569031,140108083,136542935,250609920
2238825,2238825,1,1,Wild Pirates!,_,1427889086,999.9775560873936,"trueskill.Rating(mu=1014.684, sigma=63.641)",193388028,171401890,245747080,193388028,180139282,119765725
780968,780968,0,1,sell a moe,ldy,1427802897,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",171360318,131715935,171360318,130915821,138055008,197936559
1951909,1951909,3,1,baba!!,HSKJ,1427979263,1031.317252441608,"trueskill.Rating(mu=1126.302, sigma=42.858)",136683492,136496141,178086004,136683492,140193829,138543123
2265620,2265620,0,1,XNMBYY,XNMBYY,1427803295,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",139731857,139731857,197059764,131234052,120041682,188024832
1957910,1957910,9,1,Lilith7,lilith,1447436625,1109.7755487268698,"trueskill.Rating(mu=1082.792, sigma=11.762)",132797877,175774405,132797877,186627166,130671858,101678979
1965600,1965600,3,7,Soul,Soul,1504860974,941.5543927878628,"trueskill.Rating(mu=1053.975, sigma=15.310)",136271591,136545411,101866704,136271591,168798737,163221251
2079852,2079852,0,1,The actor camp,MK,1427803376,983.9660918698307,"trueskill.Rating(mu=934.101, sigma=75.532)",193444622,189343284,182386597,193444622,250702356,179753097
1755603,1755603,0,1,Forbidden Assassins,FA,1427803607,984.7334879029344,"trueskill.Rating(mu=951.930, sigma=77.629)",143970792,186995983,167186950,107785145,143970792,174798576
1896498,1896498,0,1,Oucb-Gaming,Oucb,1427803650,985.3466528399284,"trueskill.Rating(mu=961.426, sigma=77.342)",168407439,125559995,168407439,188707654,170026939,146308039
2093536,2093536,1,0,Lyxz,Lyxz,1427803895,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",199558225,199558225,167072778,186323762,136575603,194027237
2074529,2074529,0,1,WangLianDog,Wang22!,1427803895,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",178501874,178501874,123997349,193418507,135385809,156246039
762113,762113,1,1,JDi.Must,JDi,1427885940,1000.6995118118737,"trueskill.Rating(mu=1014.012, sigma=67.170)",136186864,179765383,136636129,136186864,119786278,132173934
2237386,2237386,0,1,fly to dormitory,ftd,1427803952,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",160685773,160685773,196745849,196416504,191227648,136518855
1082694,1082694,0,1,Dota App,DA,1427804002,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",167807845,167807845,144090914,203674936,125916516,86810552
2239399,2239399,3,1,Star-inherit,SIN,1427979560,1032.5110478605259,"trueskill.Rating(mu=1115.534, sigma=41.019)",130027499,124780194,130027499,130291678,106727510,116852311
1816172,1816172,2,1,AShaBe,ASB,1427976529,1015.978378575887,"trueskill.Rating(mu=1076.615, sigma=50.092)",49167951,49167951,139349965,136629792,138052321,139057412
1900396,1900396,0,1,SSSNN,SSSNN,1427804572,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",164670893,172200208,191300122,164670893,186814517,143579508
2265851,2265851,2,0,Talent.Gaming,tG,1427893526,1031.263693206478,"trueskill.Rating(mu=1084.933, sigma=73.178)",169672157,113626391,169672157,136099804,148215639,157240996
1963669,1963669,0,1,MeLodY~,MeLodY,1427806918,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",176130267,176130267,125290036,139571326,130902461,137769604
2132853,2132853,0,1,shuaiguo,SG,1427807030,983.3987949202286,"trueskill.Rating(mu=918.797, sigma=70.035)",218383155,189944933,218383155,136110337,103339595,191701215
2267825,2267825,1,2,Young Vegetable Chicken,YVC,1427975480,984.8412379775177,"trueskill.Rating(mu=983.988, sigma=53.810)",200313508,213078674,200313508,138636907,198396737,140639377
2036029,2036029,0,1,keep long friendship,KLF,1427807797,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",186022797,137399154,186022797,97693464,140174574,136164682
1845664,1845664,2,0,Inboxx,inbox,1427891866,1032.8725283503468,"trueskill.Rating(mu=1112.301, sigma=57.858)",130008507,105074295,130008507,140141752,110936818,158276973
2197286,2197286,3,0,Kefira United,K`U,1430394849,1042.5661421850832,"trueskill.Rating(mu=1076.995, sigma=70.609)",111114687,129585121,124013062,118134220,102644565,111114687
2239861,2239861,0,1,Noob's Winter,NsW,1427808207,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",109925705,109925705,124756801,136793466,221859381,138362238
610554,610554,0,2,readmore.de,readmore,1427811974,982.8786149630668,"trueskill.Rating(mu=970.172, sigma=75.787)",18480903,18480903,29319618,17466611,9465179,6309621
2235495,2235495,0,1,Team yes.cn,Yes,1427808509,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",194247768,246523528,249092564,143964519,194247768,133092167
803084,803084,0,1,Dawn.cn,Dawn,1427808559,984.6812161072763,"trueskill.Rating(mu=934.641, sigma=71.840)",108424140,108424140,134821504,121328373,106736929,190110965
2252042,2252042,0,1,XianNingdota,X.N,1427808892,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",212862019,136232026,114379583,136348467,212862019,136080730
2265709,2265709,1,1,Sdn.xiaoxue.Fans,SXF,1427892872,999.296106814346,"trueskill.Rating(mu=978.173, sigma=59.558)",186080700,186080700,192629757,104864434,195038069,141904348
1872624,1872624,3,3,Fish..,FISH,1430830154,1009.0050293298202,"trueskill.Rating(mu=1078.695, sigma=10.931)",163030039,163030039,194262736,133007005,109755279,104285477
2267969,2267969,1,0,Newbeeyy,newbeeyy,1427809214,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",142947296,142947296,164184925,179219625,138144964,89210239
2038409,2038409,0,3,_,_,1475394129,955.0836904127087,"trueskill.Rating(mu=890.317, sigma=55.419)",105074295,105074295,100524372,301812849,226779327,203519327
2243650,2243650,3,16,EHOME.K,EHOME.K,1447932562,879.1442304193663,"trueskill.Rating(mu=1077.336, sigma=3.399)",103729052,175538337,103729052,205813150,117990312,87012746
2067005,2067005,0,1,BuGuaKe.cn,BGK,1427886705,984.802278224848,"trueskill.Rating(mu=971.428, sigma=85.046)",137972195,170415097,137972195,255589820,170816409,196861055
1081236,1081236,0,1,Zhong.Cn,Zhong.Cn,1427893526,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",155108834,155108834,168829831,113389107,101857722,178598042
2208748,2208748,124,169,VDuobao,VDuoBao,1509782152,1084.5401298573977,"trueskill.Rating(mu=1081.865, sigma=0.833)",103354522,144971992,136562659,103354522,167072778,161042969
967054,967054,6,5,Ancient Retry Team,A,1443896408,1029.7581127384174,"trueskill.Rating(mu=1073.876, sigma=7.229)",44888573,87101762,185625445,44888573,104391926,40823240
169005,169005,0,1,Jebaci I Toni,JiT,1428081922,986.7609675295517,"trueskill.Rating(mu=962.512, sigma=75.307)",91971075,208322742,119665728,91971075,83194479,73073488
2105447,2105447,7,5,Fantastic four & Bosnian bear,f4bb,1437675165,1020.6955409139064,"trueskill.Rating(mu=1061.644, sigma=7.726)",115461162,191351651,115461162,150766670,83600319,175336403
2272363,2272363,0,1,AjvarSM,ASM,1428085224,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",189754408,84083353,189754408,118143509,177362849,111118883
2274030,2274030,0,2,Furion & The Giuntaz,FnG,1428162180,970.8612689611141,"trueskill.Rating(mu=949.590, sigma=73.795)",98220122,98220122,201311624,101063244,192526092,120678501
2150017,2150017,6,9,DREAMSCAPE STARLIGHT ROCKERS,DSR,1434913828,962.8151740976573,"trueskill.Rating(mu=1041.259, sigma=12.081)",60650831,60650831,97393836,94813527,54107989,40821335
1944441,1944441,1,2,WaitZ,WaitZ,1428219736,987.0356576791372,"trueskill.Rating(mu=991.845, sigma=51.943)",86813961,86813961,101677506,114322605,101431225,38114864
2155426,2155426,0,2,SterBeN Gaming.,sG,1428214869,973.0407845766556,"trueskill.Rating(mu=919.962, sigma=62.008)",101873880,101873880,125997996,73918341,57910535,125559577
2277139,2277139,0,1,Go.Block,GB,1428205210,985.961787855948,"trueskill.Rating(mu=958.078, sigma=73.403)",149922461,149922461,162764722,162554580,146687996,150496709
