,team_id,win,losses,name,tag,last_match_time,rating,TS_rating,capitan,player_1,player_2,player_3,player_4,player_5
2924498,2924498,1,1,Team Chaos,ChAos|,1468248330,999.2636932064779,"trueskill.Rating(mu=998.922, sigma=69.518)",13036664,13036664,155075450,104174359,6922057,117038332
2921289,2921289,0,1,Damage Inc. Team X,DI,1467898040,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",110445792,81565365,93035023,77354506,227865258,110445792
2920419,2920419,3,1,5 Scrubs 1 Team,5S1T,1468851961,1030.0374145867038,"trueskill.Rating(mu=1076.626, sigma=48.528)",318274660,318274660,92584073,157301568,141129174,180168108
2915789,2915789,0,1,Team Panda,TP,1467900364,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",48008853,127568084,230011939,200949526,48008853,289270308
2856191,2856191,0,1,Chup re Otye,Cro.....,1467902879,985.4789796607274,"trueskill.Rating(mu=969.866, sigma=81.278)",121798051,121798051,108438634,108205302,129598961,107152350
2902802,2902802,0,1,Freaks,_,1467904420,984.7670239808693,"trueskill.Rating(mu=964.514, sigma=80.410)",148248149,172512144,257577509,257006029,101884885,148248149
2818688,2818688,4,2,Rane Jogs and Takes Selfies,Rane Jogs,1471445672,1027.1982710505172,"trueskill.Rating(mu=1047.165, sigma=29.245)",100419240,100419240,177362959,186775996,244332192,86962994
2919736,2919736,0,3,Mortality Gaming ,MG,1476259788,959.4403748890379,"trueskill.Rating(mu=930.930, sigma=72.952)",16322814,16322814,282194130,25752985,145956694,334378406
1737491,1737491,0,2,Total-Annihilation,~T.A~,1471089107,971.727531840578,"trueskill.Rating(mu=934.117, sigma=72.404)",306887889,72054117,334973516,341898268,160983978,306887889
2760732,2760732,4,3,_,_,1475463268,1018.4163018479956,"trueskill.Rating(mu=1050.952, sigma=10.444)",278006984,163497368,186939694,139406237,142926535,278006984
2233998,2233998,9,6,Brilliant.,BT,1475550537,1027.084116600117,"trueskill.Rating(mu=1062.412, sigma=5.376)",101823470,278044944,136600451,301983708,134475828,101823470
2822304,2822304,0,2,Team Arcsaber,Arcsaber,1471357044,968.7363067935221,"trueskill.Rating(mu=915.067, sigma=73.178)",86782902,256070345,345044139,253165037,92006948,86782902
2925765,2925765,2,2,TeaM Envy,TME,1471444245,999.2381251984717,"trueskill.Rating(mu=992.869, sigma=49.183)",345603468,192797159,345603468,330225249,308514381,334609539
2925512,2925512,1,1,_,NBT,1468846815,1000.6403192643401,"trueskill.Rating(mu=1040.172, sigma=57.371)",200337180,200337180,96848415,109642254,116126124,129836295
2236401,2236401,0,1,Haggu Chand Players,HcP,1467986750,984.0339081301693,"trueskill.Rating(mu=935.024, sigma=75.704)",171564513,199295673,171564513,199892558,34710801,200708279
2916720,2916720,0,1,Revolution,_,1467987771,986.12753952923,"trueskill.Rating(mu=976.550, sigma=86.062)",21116188,21116188,218720261,175108736,155927412,92455602
2913393,2913393,0,1,DoOrDie,DoD,1467989446,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",150043056,150043056,125767389,99240193,118251687,133936497
2919891,2919891,0,1,Fly To Win,FTW,1467992961,984.634251790616,"trueskill.Rating(mu=910.289, sigma=66.984)",102603459,89719521,158435904,145796640,102603459,158417895
2925930,2925930,2,2,Got5?,G5?,1473954526,998.0199236396364,"trueskill.Rating(mu=1011.616, sigma=40.127)",86858832,86858832,108593613,110070626,102294419,190119837
1701225,1701225,5,12,3c4sr.4m,3c4sr.4m,1574335906,911.7349546558175,"trueskill.Rating(mu=1065.503, sigma=3.764)",179628581,97013021,340115496,179628581,130734784,357253678
2581425,2581425,1,1,MONEY PML SQWD,PML,1468066033,1000.7685850457464,"trueskill.Rating(mu=1025.595, sigma=68.837)",325252998,197935304,325252998,192104631,288021992,224969321
2386563,2386563,0,1,KarmanGaming,KG,1468061574,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",105046356,105046356,112658571,163058623,122270749,44730593
2907229,2907229,1,0,Team Ascension,Asc,1468063147,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",126422414,242706570,126422414,12784628,134121021,119783159
2926573,2926573,0,1,KINGS WITHOUT CROWNS,KWOC,1468063147,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",142458054,142458054,78856032,63939255,60142833,40590254
2920571,2920571,0,1,Flash Point,fP,1468064287,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",60327506,60327506,89119024,249322121,27112696,118330753
2816039,2816039,1,0,MobSquad,MSQ,1468064287,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",259115815,259115815,138934088,166494398,348005716,182530203
2926857,2926857,0,1,4c1bc,4c1bc,1468065873,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",52019729,52019729,218290078,243573039,340546733,340864805
2850449,2850449,0,1,TheTrainTheTrone,TT--TT,1468067430,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",155250906,197223215,64988831,230577425,155250906,56770035
2926884,2926884,1,0,Anime,anime,1468067430,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",186546437,186546437,72892038,29408329,105908861,206695071
2919890,2919890,2,0,KK Gamers,KK ,1468586709,1030.5612260339533,"trueskill.Rating(mu=1073.734, sigma=72.736)",122067205,122067205,117755639,332302729,157676810,80073162
2823931,2823931,0,1,Xp0ison,XPO,1468072679,984.7040225341212,"trueskill.Rating(mu=954.850, sigma=81.880)",335932953,275628860,155917302,335932953,131777178,295504977
2921333,2921333,6,2,Team Retribution,^t.R^,1471438508,1059.717994029602,"trueskill.Rating(mu=1150.105, sigma=29.588)",92393372,92393372,101634154,125188274,117791363,115613584
2580420,2580420,0,1,Team.Senpai,Senpai,1468075452,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",233214058,233214058,118534640,147803752,121109140,302940048
2309743,2309743,0,1,Cr@B PeOpLe 7,CP7,1468078679,984.7463746922093,"trueskill.Rating(mu=955.887, sigma=77.489)",109667884,109667884,214404573,245145920,182024491,154921178
634974,634974,3,1,Zero Co-ordination-,ZC,1469110960,1031.8975431205656,"trueskill.Rating(mu=1123.260, sigma=41.573)",257180951,104784070,116523834,257180951,113216131,214313314
2403940,2403940,0,1,4 Creeps and Ranged,4C@R,1468079879,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",326674448,326674448,131736390,195373805,191217209,245828731
2923667,2923667,0,1,Sham3,_,1468146151,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",354457480,354457480,106159451,233131129,232915815,322275068
2843660,2843660,0,1,Magnator gaming,MG,1468154352,986.1314786788272,"trueskill.Rating(mu=975.064, sigma=85.543)",214291517,214291517,311848338,355437994,311865361,346144486
2916760,2916760,2,0,South Indian Rejects,SiR-,1468423819,1033.341209180086,"trueskill.Rating(mu=1103.616, sigma=59.539)",107020545,110540711,107896633,98611474,107020545,125188274
2899573,2899573,0,2,Furious Gaming !,FG,1470996989,969.4301131562345,"trueskill.Rating(mu=917.203, sigma=66.354)",100816267,187802246,135063958,100816267,122533044,112346380
760055,760055,0,1,Vintage Gamers,VG,1468163637,984.0339081301693,"trueskill.Rating(mu=935.024, sigma=75.704)",128435292,128435292,144488259,81088614,185399991,96182662
2928208,2928208,0,2,DC.Hco ,DC.Hco,1468174535,969.4665408168428,"trueskill.Rating(mu=928.791, sigma=67.824)",195874678,195874678,131669091,184363630,182625124,171635925
2913570,2913570,0,3,SUKHA BLYATT,SUKHA,1473508193,957.4556074591832,"trueskill.Rating(mu=930.169, sigma=63.626)",120114455,120114455,319083584,192095793,192386287,192300715
2850065,2850065,0,2,'Mad Scientists',_,1471097006,968.0091795615348,"trueskill.Rating(mu=885.407, sigma=66.541)",227547829,227547829,163849119,80299774,117839109,69787263
2886271,2886271,2,1,Noobs. inc,N|C,1469116716,1017.62634019214,"trueskill.Rating(mu=1116.955, sigma=46.476)",172117826,172117826,75172631,107392264,119049124,207844404
1828060,1828060,0,1,Feed The Waldos!!,FTw,1468245223,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",154985697,154985697,154329253,172382525,106087559,349766676
2646608,2646608,1,2,E-HomeOP,E-HomeOP,1471787207,984.066242389294,"trueskill.Rating(mu=963.720, sigma=56.422)",298398202,284696096,253217372,298398202,192692086,221702106
2925060,2925060,1,1,Quantum gamer$,QG,1468417295,999.2975328274754,"trueskill.Rating(mu=983.841, sigma=62.469)",353351956,353351956,175048828,300698981,72870783,168178812
2929173,2929173,0,1,VG,_,1468247546,984.703369193476,"trueskill.Rating(mu=926.128, sigma=70.003)",335499471,335499471,354076892,175436383,112780995,94373058
1869017,1869017,1,3,Victorious- Secret,VS,1473512110,970.5239255640026,"trueskill.Rating(mu=973.217, sigma=43.213)",115951367,115951367,188284525,362298532,358555447,181655652
2875905,2875905,4,3,Nyx.Nyx.Nyx,Nyx,1476629140,1017.0346121687712,"trueskill.Rating(mu=1031.361, sigma=27.104)",108593613,108593613,234965110,94093434,94660986,146651784
2931260,2931260,1,2,Injoker Boys,IB,1471615272,985.532359623892,"trueskill.Rating(mu=988.332, sigma=63.134)",105525873,105525873,164624202,135011868,109449267,183272085
2928666,2928666,0,1,Alpha Gaming,_,1468493331,985.4454207536336,"trueskill.Rating(mu=960.307, sigma=78.501)",133579133,133579133,134655298,193843996,154070862,252073915
2700097,2700097,1,1,Aai Zavli Palaaa,AzP^,1468593409,999.2636932064779,"trueskill.Rating(mu=998.922, sigma=69.518)",116851725,181333033,302767246,147851308,113216131,116851725
1221481,1221481,0,1,Survivors Of Last Offense,Solo,1468504345,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",149401624,150005000,81181858,175649393,149401624,211534693
2759797,2759797,0,1,Death Knox,DKO,1468511211,986.7514501596656,"trueskill.Rating(mu=979.012, sigma=86.804)",109326493,109326493,188455428,165919076,114401288,134416467
990533,990533,14,1,MeeT YouR Mak3rS,mYm,1472400222,1172.0930208987827,"trueskill.Rating(mu=1231.458, sigma=16.910)",111233007,111233007,258963547,70020090,56851117,122255316
2757607,2757607,0,1,Team Rising Starz,RS,1468586709,984.7024671725246,"trueskill.Rating(mu=953.459, sigma=81.730)",297532740,297532740,347518870,147549523,30665793,116839521
2899111,2899111,1,2,Team MuGiWaRA,MuGiWaRAs,1473259365,985.9861405764377,"trueskill.Rating(mu=1004.939, sigma=50.592)",116523834,110992979,116523834,229184503,80486382,142736363
584193,584193,2,1,FataL [F]ormation,fataL[F],1473512951,1015.8970640698643,"trueskill.Rating(mu=1086.655, sigma=51.801)",324252714,324252714,298655844,203321507,97463353,195624588
2844080,2844080,0,1,TEAM LOLICON,LOLI,1468596515,987.5187992698628,"trueskill.Rating(mu=950.646, sigma=72.120)",193208411,193208411,357360181,300348458,194845781,259206659
2754835,2754835,1,2,Revival E-sports MKSR,Rvl.M,1481545909,992.0096961034164,"trueskill.Rating(mu=979.085, sigma=44.895)",154022442,259206659,154022442,364590993,243621860,109283543
2469330,2469330,0,1,Dota Guide Indonesia - EZ,DGI,1468674929,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",154401782,154401782,173175534,346414589,179752014,185586303
2931279,2931279,0,1,Friendship,Friends,1468688406,988.0612603375964,"trueskill.Rating(mu=952.255, sigma=72.640)",354207590,354207590,177056820,154888417,169649551,259206659
2297977,2297977,0,1,Laskar Jangkrik,Jangkrik,1468691607,988.5709900106316,"trueskill.Rating(mu=953.740, sigma=73.133)",228683914,228683914,154888417,218324706,354207590,121412146
2902534,2902534,0,1,Panda Gaming,PG,1468747389,989.049686943502,"trueskill.Rating(mu=955.114, sigma=73.600)",348485753,348485753,308643378,180490192,354959702,341497076
2832601,2832601,0,2,Move On From Your X,[X],1468763069,969.4695015289757,"trueskill.Rating(mu=926.063, sigma=74.338)",151623290,151623290,175667733,228993462,344015598,114534889
2267727,2267727,2,0,Glory Of Sperm,GOS,1468763069,1030.5304984710244,"trueskill.Rating(mu=1073.937, sigma=74.338)",216093603,186181047,282036622,154238027,216093603,263999604
2879076,2879076,1,1,Mind Body & Soul,MB & S,1468788980,997.1134965398446,"trueskill.Rating(mu=1051.677, sigma=21.219)",115658756,115658756,104714493,85367644,87107328,103832074
2202692,2202692,1,3,DarkyTeam,Darkyboy,1468813176,1009.8980513636984,"trueskill.Rating(mu=1070.867, sigma=11.920)",194521913,194521913,242697694,99672424,59463394,127202723
2844153,2844153,1,0,EZEUS Gaming,EZEUS ,1469022357,1021.4991183817096,"trueskill.Rating(mu=1119.120, sigma=54.361)",198818250,198818250,140411011,124200669,149274830,194181337
2844075,2844075,0,1,SYNDROME TEAM,SYN,1469025294,988.608189591508,"trueskill.Rating(mu=952.998, sigma=72.718)",259787371,318603366,354959702,259787371,238205346,110254063
2816816,2816816,2,3,LGD-GAMING,LGD,1580929618,984.4870013338162,"trueskill.Rating(mu=987.388, sigma=49.572)",460808082,460808082,249335180,436070754,219134861,112195016
2969737,2969737,0,1,Tampan-Tampan Nangkring Team,TNT,1469027918,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",110254063,110254063,162010629,151118834,259787371,318603366
2970103,2970103,6,6,friends,friends,1473877841,1097.3185914428832,"trueskill.Rating(mu=1086.743, sigma=2.955)",86785083,86785083,93552791,112250781,91064780,113372833
2386091,2386091,1,3,BBC Barcode,BBC,1469295952,989.2181542714168,"trueskill.Rating(mu=1035.094, sigma=21.109)",353580050,353580050,261481984,348833508,200184581,179808848
2793529,2793529,0,1,Under 1K,Under1K',1469190494,989.1174672803186,"trueskill.Rating(mu=956.703, sigma=73.717)",261481984,261481984,348833508,149686403,212182633,354959702
2722185,2722185,0,2,MGS_X2 E.Sport,MGS,1478430587,979.9920963980857,"trueskill.Rating(mu=947.559, sigma=65.503)",358232276,358232276,378549450,148039242,283354316,184495420
2240771,2240771,0,1,_,Poc,1469199515,985.631802325015,"trueskill.Rating(mu=989.029, sigma=91.138)",292955772,292955772,116054300,143565412,62972313,116209866
2830967,2830967,2,0,EternityX Dota2,ENX,1469280326,1031.263693206478,"trueskill.Rating(mu=1084.933, sigma=73.178)",331744329,331744329,160651278,160309753,211074961,175164412
2927909,2927909,3,3,ALPHA,ALPHA,1473526334,1004.5060206275107,"trueskill.Rating(mu=997.043, sigma=48.521)",336505103,336505103,173737635,197858370,130353420,249639444
2905880,2905880,0,1,Yeswecan!,YWC,1469280326,984.7363067935221,"trueskill.Rating(mu=958.134, sigma=82.748)",197858370,247114723,197858370,148216920,197598923,300697206
2263934,2263934,1,0,Anak Ondel Ondel,AON2,1469292219,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",353580050,353580050,200184581,245414532,251602812,339550798
2781555,2781555,0,1,Haunt Till Die,HtD,1469292219,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",230692297,230692297,179722860,261481984,207111250,179808848
2703714,2703714,1,1,Legacy Squadron,Le`sQ,1469303209,1010.9274912614123,"trueskill.Rating(mu=1050.956, sigma=27.362)",277366924,277366924,353580050,186575040,261481984,348833508
1555981,1555981,5,3,BKB48,[BKB48],1586525649,1044.3676625481314,"trueskill.Rating(mu=1064.566, sigma=20.346)",186575040,186575040,194295897,148296821,417810937,173656428
1908179,1908179,0,1,DUOBAO,DUOBAO,1469439177,990.7802114863773,"trueskill.Rating(mu=965.212, sigma=76.518)",103126502,103126502,131380551,102020930,101525357,94296097
2897338,2897338,0,3,_,_,1470858726,961.9010902424513,"trueskill.Rating(mu=922.334, sigma=70.453)",283391460,337451765,283391460,114811317,363707415,193934905
3016612,3016612,3,0,CDEC AVENGERS,CDEC.A,1471969914,1045.861734152009,"trueskill.Rating(mu=1108.707, sigma=63.597)",148039242,176612012,148039242,99010222,130453398,102131257
2849265,2849265,0,3,ZERO'ONE,ZeroOne,1475001005,969.6737145170696,"trueskill.Rating(mu=950.980, sigma=63.228)",121395876,152960698,193725688,121395876,192981126,204682862
2971555,2971555,0,1,_,_,1469794358,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",179023258,179023258,214847146,307324114,294623311,337166030
2808820,2808820,1,0,Classic,Classic,1469794358,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",135464889,135464889,196831159,147699396,99660978,219134861
2700789,2700789,0,1,ALIEN ESPORT,Alien,1469797464,990.3384012588576,"trueskill.Rating(mu=962.770, sigma=75.978)",135464889,135464889,196831159,147699396,99660978,156927191
3020072,3020072,2,3,DUOBAO.INT,DUOBAO.INT,1471005281,980.2919768468062,"trueskill.Rating(mu=1070.238, sigma=6.637)",102020930,102020930,59273184,101598503,123522494,103126502
3095098,3095098,1,4,God of war,GoW,1471092184,967.1174730617964,"trueskill.Rating(mu=1048.175, sigma=14.643)",349692784,349692784,133397698,243376443,325431842,141481458
2797460,2797460,1,0,Killer Instinct X,KI,1470495390,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",151251911,128061298,151251911,169424880,193127508,86135927
3095485,3095485,0,1,2 BIG 4 U,2BIG4U,1470495390,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",141322747,148779880,141322747,138741272,148483297,156661137
2932795,2932795,0,2,New Logic,Logic,1470501757,962.5847807119768,"trueskill.Rating(mu=852.975, sigma=49.604)",109848920,109848920,242526232,177269050,186083862,98772896
3127543,3127543,1,2,INGAME,IG,1470514459,980.3794219755736,"trueskill.Rating(mu=934.180, sigma=39.209)",316095421,103059732,316095421,147785379,116544490,118718664
1917764,1917764,1,0,Cold Death Mask,CDM,1470522043,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",221075343,221075343,195681159,338603352,162665106,337087036
3069495,3069495,0,1,ZENNIT,ZN,1470522043,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",191442909,191442909,126187449,161190066,150119729,187975701
2909129,2909129,2,1,LIQUID IXMIKE88,IXMIKE88,1470610976,1017.5112219212202,"trueskill.Rating(mu=1059.472, sigma=15.870)",242697694,242697694,229210222,194521913,243945655,122633513
2052867,2052867,2,0,The Peruvians,PERU,1470616054,1030.95952626837,"trueskill.Rating(mu=1143.020, sigma=40.170)",194521913,194521913,242697694,243945655,229210222,122633513
3150095,3150095,0,2,The Mercenaries,TM,1475499869,966.6691160408784,"trueskill.Rating(mu=917.606, sigma=71.895)",329336992,174275815,329336992,356362353,355830754,356883972
3148633,3148633,4,2,Team Surprise Gaming,TSG--,1473339227,1026.3958176439744,"trueskill.Rating(mu=1093.499, sigma=38.353)",207650006,207650006,125913962,208472740,115613584,358851787
2970441,2970441,0,1,BALAK 5 ,1233,1470848127,985.910911934517,"trueskill.Rating(mu=958.979, sigma=77.852)",122867372,122867372,103124178,206116033,241840928,116955798
3149621,3149621,0,1,_,_,1470848953,984.4861600665655,"trueskill.Rating(mu=948.574, sigma=71.421)",107988328,107988328,76178244,129311307,115530416,80041910
2866609,2866609,0,1,Exploit,EXP,1470855147,991.0407138487371,"trueskill.Rating(mu=963.445, sigma=76.252)",130453398,130453398,363711149,235051002,170815302,116609177
2637817,2637817,2,2,CYBERLORDS,CbL,1475506514,997.4000952660623,"trueskill.Rating(mu=975.724, sigma=48.982)",216987065,216987065,299714115,238504787,238382455,238322821
3149918,3149918,3,1,Beyond Creation,BC,1472137511,1036.6495479191024,"trueskill.Rating(mu=1126.630, sigma=51.433)",259018383,259018383,255145355,303102049,95772979,319050888
1727267,1727267,1,0,Frostic,SEA[G],1471011334,1016.7363067935221,"trueskill.Rating(mu=1084.205, sigma=75.666)",193976690,193976690,145591913,200512118,169588658,146368007
3152366,3152366,3,1,Kite Gaming,Kite,1473165719,1034.3406452329673,"trueskill.Rating(mu=1121.485, sigma=32.150)",194917275,194917275,301286960,343748161,312807323,209731549
2919372,2919372,0,1,SynecDOche:TA,DOTA,1471011876,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",91574224,325095502,91574224,107994108,301249351,326413177
2751377,2751377,0,1,Jil Jung Juk,[ JJJ ],1471013050,984.0323497647142,"trueskill.Rating(mu=941.220, sigma=76.624)",111560900,111560900,163764341,178152566,104551649,328290299
2052901,2052901,0,1,God Of War,GoW,1471086193,989.5624683957468,"trueskill.Rating(mu=963.070, sigma=75.549)",133397698,133397698,243376443,349692784,325431842,141481458
2769003,2769003,0,1,Aam Wariors,R.,1471095842,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",122286954,122286954,347170104,170203125,350057270,122883742
2923671,2923671,1,0,Knights Of Illumination,KoI,1471095842,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",108855608,108855608,108737896,134179833,87322954,181422763
1979704,1979704,3,2,Lost Protocol,Lpro,1498389106,1015.2200730640984,"trueskill.Rating(mu=1042.759, sigma=46.197)",167736240,167736240,125913962,144560260,164287221,169340865
3148819,3148819,1,3,Eternal Sobers,_,1501232669,965.737499513238,"trueskill.Rating(mu=906.702, sigma=53.660)",108025309,108025309,229284594,114885363,359463868,158889182
2751690,2751690,8,1,_,_,1475162515,1109.7342480737266,"trueskill.Rating(mu=1181.435, sigma=19.241)",182401160,182401160,118444932,104543286,172008167,122384313
2920902,2920902,0,1,synergy.,syn,1471099650,983.3354380662604,"trueskill.Rating(mu=912.263, sigma=69.051)",225199021,225199021,313164209,306910869,346360127,281757056
3156594,3156594,1,0,aSessinns Gaming,aG,1471101490,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",168479456,168479456,328641334,342501536,110478110,113747019
3100019,3100019,0,1,Turtle Boys,TB,1471101490,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",88466143,88466143,90504650,281655364,180950849,171880262
2849610,2849610,0,2,THODAPPAKKATTAI WARRIORS,MORAM,1473089906,966.726599382276,"trueskill.Rating(mu=882.405, sigma=64.374)",295185778,295185778,172437392,182794460,184819031,184236493
3156755,3156755,0,1,Akatsuki,Apple,1471103864,985.3509236884123,"trueskill.Rating(mu=957.101, sigma=74.411)",193994089,330427046,164057845,193994089,167252492,160362034
2559369,2559369,0,2,LosBackyardigans.,L.B,1471110373,967.903420558854,"trueskill.Rating(mu=882.997, sigma=53.019)",358880482,358880482,345894566,134843950,97092533,180966942
2628204,2628204,5,2,CLAY was Here No system is Safe !!,C .l.,1472946668,1037.7267196347834,"trueskill.Rating(mu=1034.144, sigma=22.580)",136432866,136432866,134870704,139753292,204800492,145939261
2913195,2913195,0,3,Sacrifice,Sacrifice,1494699663,954.8718751773816,"trueskill.Rating(mu=905.566, sigma=67.585)",198052816,198052816,200708567,156791250,401367642,196897635
2770170,2770170,0,3,GO SURE,GOSU,1471122733,957.4992003025153,"trueskill.Rating(mu=922.298, sigma=70.359)",211962557,227498115,250711385,161683624,158171554,211962557
2730514,2730514,1,0,Black Jack,BJ,1471106999,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",196633277,96599100,196633277,113705901,345418348,164905810
2642461,2642461,0,1,Sport Gaming LCA,LCA,1471107623,987.7202675748697,"trueskill.Rating(mu=962.360, sigma=75.233)",109773028,109773028,120315598,128932968,301649369,313682219
2577368,2577368,0,2,Los Mentalistas,LM,1471113952,977.4877872179968,"trueskill.Rating(mu=952.480, sigma=66.539)",142097858,142097858,163442341,217065409,165214382,222795270
3156681,3156681,0,2,GRAVITY FALLS,G_F,1471114974,969.4695015289757,"trueskill.Rating(mu=926.063, sigma=74.338)",244648431,244648431,169163315,256964975,143037726,157643572
2904117,2904117,2,1,WaiFu Team,_,1471125777,1015.7485441405486,"trueskill.Rating(mu=1035.527, sigma=60.599)",249051783,249051783,200012328,307261619,174044378,179560600
2910143,2910143,0,1,ComeBack,CBK,1471113539,984.0,"trueskill.Rating(mu=943.630, sigma=82.598)",336752217,142513382,142135672,141650518,336752217,138851624
2883794,2883794,1,0,Phoenyx,Phoenyx,1471113539,1016.0,"trueskill.Rating(mu=1056.370, sigma=82.598)",100355350,316051118,100355350,340990425,91365101,126489632
2852022,2852022,0,2,Noobswith_Attitude,NWA,1471120779,969.4695015289757,"trueskill.Rating(mu=926.063, sigma=74.338)",90456765,90456765,114037147,114295349,137403857,166017709
3156795,3156795,4,0,Team Sabertooth,Sabertooth,1471129264,1058.4044290913662,"trueskill.Rating(mu=1103.423, sigma=63.371)",99055846,100803597,51908575,99055846,70490767,118575943
3069376,3069376,0,3,team VIRGO,AEA-,1472952918,964.6839387906441,"trueskill.Rating(mu=945.047, sigma=61.433)",291239254,291239254,91617659,300822722,313260009,292632653
2912737,2912737,0,2,Super Speed Panama,SSP,1471129264,972.1260693796584,"trueskill.Rating(mu=949.404, sigma=74.943)",114923311,301454125,99055477,249539588,165460123,114923311
3107877,3107877,2,1,7 Eleven ,7.E,1472045817,1019.7703551794908,"trueskill.Rating(mu=1089.413, sigma=62.267)",131736505,131736505,137699692,97599469,122607919,207844404
2968181,2968181,0,1,Be Safe!,Be,1471269239,984.7024671725246,"trueskill.Rating(mu=953.459, sigma=81.730)",153113502,153113502,229982255,332547543,248999879,194503379
3155028,3155028,0,1,dota 2 imba,_,1471356651,987.5849085322336,"trueskill.Rating(mu=991.253, sigma=91.864)",146368007,146368007,169588658,298386858,200512118,157350717
1514479,1514479,1,1,| CheQmate |,cQ,1471963506,1000.0908226357823,"trueskill.Rating(mu=1016.029, sigma=70.053)",77290185,77290185,89865809,123104679,86125858,127879045
2440854,2440854,0,3,INDEFATIGABLES,]I[,1475938181,954.8384883962468,"trueskill.Rating(mu=909.772, sigma=65.806)",110408428,110408428,100760544,91970077,36618924,107139467
3155271,3155271,0,1,Team JMD,Team JMD,1471358081,983.2636932064779,"trueskill.Rating(mu=915.795, sigma=75.666)",209247332,162755276,209247332,268033056,172362382,171030791
3100469,3100469,0,2,Team kKs,kKs,1499091001,969.8797215686176,"trueskill.Rating(mu=926.778, sigma=65.018)",327097266,327097266,89210822,139602203,198819782,179006501
2118290,2118290,2,2,Team KoKo,TK,1475766448,1000.7348661861804,"trueskill.Rating(mu=983.641, sigma=50.603)",100847398,100847398,107831948,164378153,110215544,134796493
2724159,2724159,12,8,_Oram Po_,OP,1481209963,1038.9881768859566,"trueskill.Rating(mu=1082.005, sigma=5.873)",89453814,96063277,89453814,122436455,96316286,86765828
2931505,2931505,4,3,TEAM DOGE,DOGE,1472055607,1015.0543261676584,"trueskill.Rating(mu=1064.706, sigma=9.622)",54580962,54580962,11473065,152962063,71286125,40209325
2114763,2114763,0,1,Rulers Of Destiny!,ROD,1471433288,984.1731060296396,"trueskill.Rating(mu=942.269, sigma=69.848)",125774357,125774357,107831948,221646794,120463864,211887566
3210352,3210352,1,7,RaveDota,Rave,1471779989,945.7887419842197,"trueskill.Rating(mu=1067.649, sigma=8.062)",201741490,201741490,225605422,360515190,361774001,110759067
2867419,2867419,3,1,Ultimate 5,U5,1473678374,1031.8979935982784,"trueskill.Rating(mu=1027.712, sigma=43.238)",225199021,313164209,244115345,225199021,150174126,351136810
2376763,2376763,0,1,[C]RoWn [G]AminG,C.G.,1471442498,985.2996009447113,"trueskill.Rating(mu=954.774, sigma=76.271)",298291896,150231255,86731980,52314458,164397549,298291896
1896486,1896486,0,1,noooooooooooobs,nooobsss,1471446805,984.1024855464107,"trueskill.Rating(mu=925.447, sigma=70.088)",171533382,122508783,171533382,251621193,143831011,118973575
2789910,2789910,1,0,Santet,Santet,1471617665,1023.9552897972547,"trueskill.Rating(mu=1136.517, sigma=49.377)",178708875,178708875,337451765,365358378,193934905,345925573
3210649,3210649,2,0,PRIES,PRIES,1471631199,1032.7863324036502,"trueskill.Rating(mu=1149.631, sigma=39.086)",66228684,66228684,91730177,92968238,86822569,47976221
3212911,3212911,2,3,Orange Ninja,ON,1475938501,988.9128570383921,"trueskill.Rating(mu=1012.757, sigma=44.385)",203886026,203886026,354502868,310935666,175165110,87755658
3152713,3152713,36,39,4 protect five,4p5,1505149888,1026.297261711996,"trueskill.Rating(mu=1081.998, sigma=1.240)",92968238,92968238,86896635,194672667,49424504,89038430
